Time,MAHANG,NHOMHH,CHUNGLOAI,SL,REGION
2018-10,GMDRYA72014.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA74249.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA80061.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA82824.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA87964.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA88200.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA88209.100,TSCZ,Meday,1,MBC
2018-10,GMDRCA76014.102,TSCZ,Meday,1,MTG
2018-10,GMDRCA76321.102,TSCZ,Meday,1,MTG
2018-10,GMDRCA76510.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA00785.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA52219.102,TSCZ,Meday,2,MTG
2018-10,GMDRYA70630.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA72014.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA74112.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA74249.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA74935.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA75860.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA80526.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA82250.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA91139.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA47049.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA52157.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA52219.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA75565.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA80526.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA80589.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA81459.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA91139.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA52266.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA79110.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA80589.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA84194.101,TSCZ,Meday,1,TNN
2018-10,GMDRYA87964.100,TSCZ,Meday,1,TNN
2018-10,GMDRYA88209.100,TSCZ,Meday,1,TNN
2018-10,GMDRYA50331.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA50684.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA52266.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA60406.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA70630.102,TSCZ,Meday,1,TNN
2018-10,GMDRYA82813.100,TSCZ,Meday,1,TNN
2018-10,GMDRYA87759.101,TSCZ,Meday,1,TNN
2018-10,GMDRYA88206.100,TSCZ,Meday,1,TNN
2018-10,GMDRCA76321.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA50003.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA50684.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA55009.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA70066.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA74577.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA75860.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA80551.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA84929.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA70329.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA74112.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA88078.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA88408.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA89721.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA91414.100,TSCZ,Meday,1,MBC
2018-10,GMDRCA75565.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA50331.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA52219.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA52266.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA55009.102,TSCZ,Meday,2,MTG
2018-10,GMDRYA74112.102,TSCZ,Meday,2,MTG
2018-10,GMDRYA74249.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA74272.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA74577.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA74935.102,TSCZ,Meday,1,MTG
2018-10,GMDRYA75860.102,TSCZ,Meday,2,MTG
2018-10,GMDRYA82813.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA82843.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA84929.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA87964.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA88078.100,TSCZ,Meday,1,MTG
2018-10,GMDRYA88153.100,TSCZ,Meday,1,MTG
2018-10,GMDRCA76510.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA57597.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA69532.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA74229.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA74577.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA75565.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA75860.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA80548.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA87266.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA89723.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA74272.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA81459.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA87434.103,TSCZ,Meday,1,MBC
2018-10,GMDRYA88209.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA89518.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA90352.100,TSCZ,Meday,1,MBC
2018-10,GMDRCA75565.102,TSCZ,Meday,1,DNB
2018-10,GMDRYA49929.402,TSCZ,Meday,1,DNB
2018-10,GMDRYA50684.102,TSCZ,Meday,1,DNB
2018-10,GMDRYA52266.102,TSCZ,Meday,2,DNB
2018-10,GMDRYA70066.102,TSCZ,Meday,1,DNB
2018-10,GMDRYA74577.102,TSCZ,Meday,1,DNB
2018-10,GMDRCA87969.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA70852.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA74229.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA74935.102,TSCZ,Meday,1,MBC
2018-10,GMDRYA81459.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA82813.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA85346.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA87846.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA88200.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA88203.100,TSCZ,Meday,1,MBC
2018-10,GMDRYA89846.100,TSCZ,Meday,1,MBC
2018-10,GNDRYA00255.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA70062.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA72015.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74369.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74938.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75810.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA77485.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80062.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80528.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81009.100,TSCZ,Nhan,2,HCM
2018-10,GNDRYA82826.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA82845.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA82917.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA90904.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA91138.100,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA40972.402,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74180.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80550.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81572.100,TSCZ,Nhan,2,HCM
2018-10,GNDRYA82845.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA88205.100,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50333.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74132.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74245.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74336.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74938.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA74953.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA80062.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80553.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81009.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA87761.101,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,4,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74132.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74191.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74336.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74369.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74953.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA80062.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA91138.100,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50333.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA77485.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81572.100,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74369.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75810.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,3,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74245.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA77485.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA79105.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80062.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80528.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80550.102,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74191.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74245.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74938.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74953.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA40972.402,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80553.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81009.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74132.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74336.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74369.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74938.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA80528.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA91138.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50333.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74953.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA40972.402,TSCZ,Nhan,2,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA70062.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA72015.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74180.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74191.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74336.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74369.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA79105.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA80062.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80517.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80528.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81572.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA87761.101,TSCZ,Nhan,2,HCM
2018-10,GNDRYA90904.100,TSCZ,Nhan,1,HCM
2018-10,GNXDW105203.400,TSCZ,Nhan,1,HCM
2018-10,GNXDW105937.400,TSCZ,Nhan,1,HCM
2018-10,GNXDY105506.400,TSCZ,Nhan,1,HCM
2018-10,GNXDY105659.400,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA70062.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74180.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74228.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74336.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74953.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA77485.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA79105.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80591.102,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80062.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA84931.100,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA70062.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA85240.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA90904.100,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74245.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA77485.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81009.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA83102.101,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA70062.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA72015.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74938.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,1,HCM
2018-10,GNXDW105421.000,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA70062.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74132.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74180.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74191.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74369.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80591.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81572.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA90904.100,TSCZ,Nhan,2,HCM
2018-10,GNDRYA91138.100,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74180.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,1,HCM
2018-10,GNDRHA91285.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50333.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA70062.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74132.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74245.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA87761.101,TSCZ,Nhan,1,HCM
2018-10,GNDRYA88155.100,TSCZ,Nhan,1,HCM
2018-10,GN03W100133.001,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,5,HCM
2018-10,GNDRYA00034.102,TSCZ,Nhan,4,HCM
2018-10,GNDRYA00255.102,TSCZ,Nhan,8,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,7,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,5,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59072.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,6,HCM
2018-10,GNDRYA69533.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA72015.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74180.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74190.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74191.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74228.102,TSCZ,Nhan,4,HCM
2018-10,GNDRYA74245.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74336.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA74953.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA75810.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA75861.102,TSCZ,Nhan,3,HCM
2018-10,GNDRYA77485.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA80550.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80553.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80591.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,3,HCM
2018-10,GNDRYA81572.100,TSCZ,Nhan,2,HCM
2018-10,GNDRYA84196.101,TSCZ,Nhan,1,HCM
2018-10,GNDRYA84646.101,TSCZ,Nhan,1,HCM
2018-10,GNDRYA85240.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA88207.100,TSCZ,Nhan,1,HCM
2018-10,GNKGYA85123.100,TSCZ,Nhan,1,HCM
2018-10,GNDRCA75567.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA40972.402,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47202.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA47228.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA50084.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA55007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA59559.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA61007.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA71192.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA72015.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74179.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74191.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74195.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA74228.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA74245.102,TSCZ,Nhan,2,HCM
2018-10,GNDRYA79105.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA79109.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA80528.102,TSCZ,Nhan,1,HCM
2018-10,GNDRYA81568.100,TSCZ,Nhan,1,HCM
2018-10,GNDRYA84196.101,TSCZ,Nhan,1,HCM
2018-10,GNDRYA84646.101,TSCZ,Nhan,1,HCM
